title,rating,genre
Death Parade,8.2,"Game, Mystery, Psychological, Drama, Thriller"
White Album 2 Picture Drama,5.94,"Ecchi, Drama"
Indie Anibox: Selma Danbaekjil Coffee,Unknown,"Comedy, Drama, Romance, Samurai, Sci-Fi"
MapleStory Special,Unknown,"Action, Comedy, Kids, Fantasy"
Ahiru Rikusentai,5.16,"Action, Military, Historical, Kids"
Ari-chan,5.22,"Music, Comedy"
Pankis! 2-jigen,Unknown,"Comedy, Music"
Arslan Senki (TV),7.71,"Action, Adventure, Drama, Fantasy, Historical, Shounen"
Ulibyeol Ilhowa Eollugso,5.76,"Comedy, Kids, Magic, Romance"
Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,6.82,"Comedy, Kids, Supernatural"
Honto ni Atta Gakkou Kaidan,Unknown,"Kids, Mystery, School, Supernatural"
Sengoku Musou,6.57,"Action, Historical, Samurai"
Trinity Seven: Nanatsu no Taizai to Nana Madoushi,7.4,"Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen"
Shimajirou to Ookinaki,Unknown,"Kids, Adventure"
Ore Monogatari!!,7.96,"Comedy, Romance, Shoujo"
Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss,7.29,"Comedy, Romance, School, Shoujo"
Broots,5.14,"Sci-Fi, Mecha"
Oni Chichi 2: Harvest,6.73,Hentai
Koi Maguwai,6.81,"Hentai, Romance"
Kanojo wa Dare to demo Sex Suru.,6.68,Hentai
2005-nen Uchuu no Tabi,4.51,"Space, Dementia, Sci-Fi"
Guitar Shoujo!,4.94,Slice of Life
Hikari no Megami,6.61,"Action, Fantasy"
Henteko na Volunteer,Unknown,"Slice of Life, Drama"
Henna ABC,5.29,"Kids, Music"
Kaseifu ga Ita.,Unknown,"Slice of Life, Comedy, Shoujo"
Dr. Slump: Arale-chan '92 Oshougatsu Special,5.92,"Sci-Fi, Comedy, Shounen"
Dr. Slump: Arale-chan Specials,6.04,"Sci-Fi, Comedy, Shounen"
Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,6.07,"Sci-Fi, Comedy, Shounen"
Choujikuu Robo Meguru,Unknown,"Comedy, Mecha"
Monster High: Kowa-ike Girls,5.48,"Kids, Supernatural, Shoujo"
Seto no Hanayome Picture Drama,6.4,"Comedy, Parody, Romance, School"
Joukamachi no Dandelion,7.21,"Slice of Life, Comedy, Super Power, Seinen"
Ao no Kanata no Four Rhythm,6.71,"Sci-Fi, Sports, Drama, School"
Q Transformers: Kaette Kita Convoy no Nazo,5.59,"Slice of Life, Parody, Mecha"
Ansatsu Kyoushitsu: Deai no Jikan,7.43,"Action, Comedy, School, Shounen"
Katsura Hime,5.33,"Action, Comedy"
Kyoukai no Rinne (TV),6.89,"Comedy, Supernatural, Romance, School, Shounen"
Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,Unknown,"Comedy, Historical"
Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,6.81,"Action, Adventure, Fantasy, Kids"
Baymax,5.97,"Slice of Life, Music, Drama, Sci-Fi"
Hatsune Miku x Tetsuya Nomura,5.69,Music
Shingeki no Bahamut: Genesis - Roundup,6.33,"Action, Adventure, Demons, Supernatural, Magic, Fantasy"
Detective Conan Movie 19: The Hellfire Sunflowers,7.71,"Action, Mystery, Police, Shounen"
Ijime wa Zettai Warui!,Unknown,"Drama, School, Slice of Life"
Ichiban Chikaku ni,Unknown,"Slice of Life, Drama"
Ikite Iru,Unknown,Unknown
Jigoku Koushien,Unknown,"Sports, Comedy, Horror, Shounen"
Sidonia no Kishi Movie,7.28,"Action, Mecha, Sci-Fi, Seinen, Space"
Rokka no Yuusha,7.35,"Action, Adventure, Fantasy, Magic, Mystery"
Precure All Stars Movie: Haru no Carnival♪,6.4,"Action, Comedy, Fantasy, Magic, Music, Shoujo"
Ikenai Koto The Animation,6.13,Hentai
Nosewasure: Onna Kyoushi Chuuzenji Ayano no Inutsu na Kore kara,5.91,Hentai
Ai Tenchi Muyou! Recaps,5.44,"Comedy, Sci-Fi, Shounen"
Garo: Guren no Tsuki,5.89,"Action, Demons, Fantasy, Magic, Supernatural"
Garo Movie: Divine Flame,7.61,"Action, Demons, Supernatural, Magic, Fantasy"
Zukkoke Sannin-gumi no Hi Asobi Boushi Daisakusen,Unknown,"Kids, Drama"
Nobunaga-kun no Minna de Yakusoku Hi no Youjin,Unknown,"Drama, Kids"
Nobunaga-kun no Jitensha no Rule wo Mamoru no Ja,Unknown,"Drama, Kids"
Jishin ga Kitarou Dousuru? Mushi Mushi Mura no Bousai Kunren,Unknown,"Kids, Drama"
Boku wa Sugu ni Nigetanda: Higashi Nihon Daishinsai kara Mananda Koto,Unknown,"Drama, Kids"
Momotarou no Hi Asobi Yameyou! Hi no Youjin,Unknown,"Drama, Fantasy, Historical, Kids"
Son Gokuu no Hi no Youjin,Unknown,"Drama, Fantasy, Kids"
Yamete! Writer Asobi: Doubutsu Mura no Shouboutai Shutsu Dou,Unknown,"Kids, Drama"
Magical Puuta no Hi Asobi wa Abunai yo,Unknown,"Drama, Kids, Magic"
Saru Tarou Jishin ni wa Makenai zo!: Jishin e no Sonae Dai Sakusen,Unknown,"Drama, Kids"
Hi Asobi wa Kaji no Moto: Kenta to Nyanta no Hi no Youjin,Unknown,"Kids, Drama"
Jishin da!! Mii-chan no Bousai Kunren,Unknown,"Drama, Kids"
Azarashi Tama-chan no Hi no Youjin,Unknown,"Drama, Kids, Super Power"
Kogitsune no Shouboutai,Unknown,"Drama, Fantasy, Kids"
Karugamo Oyako no Hi no Youjin,Unknown,"Drama, Kids"
Somei-ka no Hi no Youjin: Bouka no Tebiki Katei-hen,Unknown,"Drama, Kids"
"Hanshin Awaji Daishinsai ni Manabu: Boku wa, Ano Hi wo Wasurenai.",Unknown,"Drama, Historical, Kids"
Makehen de! Roku-nen San-kumi no Hanshin Daishinsai,Unknown,"Drama, Historical, Kids"
Kyoro-chan no Jishin Youjin Hi no Youjin,Unknown,"Kids, Fantasy, Drama"
Nintama Rantarou no Jishin Youjin Hi no Youjin,Unknown,"Kids, Drama"
Nintama Rantarou no Shouboutai,Unknown,"Kids, Drama"
Ajjishin da Tsunami wa? Jibun no Inochi wa Jibun de Mamoru,Unknown,"Drama, Kids"
Modern,5.06,Dementia
Timbre A to Z,4.68,"Music, Dementia"
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials,6.18,Comedy
Pac-World,4.9,"Adventure, Comedy, Sci-Fi"
Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! Specials,6.23,"Comedy, Supernatural, Fantasy"
Hetalia: The World Twinkle,7.29,"Comedy, Historical, Parody"
Sazae-san: Dawn to Ikka de Hawaii Ryokou,Unknown,"Slice of Life, Comedy"
Punch Line,6.99,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural"
Ranpo Kitan: Game of Laplace,6.61,Mystery
Subete ga F ni Naru,7.27,"Sci-Fi, Mystery, Psychological"
Koutetsujou no Kabaneri,7.26,"Action, Horror, Supernatural, Drama, Fantasy"
Shisha no Teikoku,6.91,"Sci-Fi, Historical, Psychological"
Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,5.75,Action
Dreams,4.29,Dementia
Futon,5.17,"Music, Dementia"
Great Rabbit,4.46,Psychological
Haru no Shikumi,4.53,Dementia
Kappo,4.37,"Music, Dementia"
Maze,Unknown,Unknown
PiKA PiKA,5.12,Unknown
Red Colored Bridge,3.72,"Dementia, Psychological"
Nenga no Kizuna,5.79,Slice of Life
Go! Princess Precure,7.7,"Action, Slice of Life, Comedy, Magic, Fantasy, School, Shoujo"
Duan Nao,6.52,"Thriller, Mystery, Sci-Fi"
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,8.2,"Fantasy, Slice of Life, Supernatural"
Yamada-kun to 7-nin no Majo (TV),7.65,"Harem, Mystery, Comedy, Supernatural, Romance, School, Shounen"
One Piece: Episode of Alabasta - Prologue,7.23,"Action, Adventure, Fantasy, Shounen"
Tough Guy!,5.55,"Action, Comedy"
Poker,5.19,Music
Noroma na Jiji,Unknown,Historical
Kemurigusa Monogatari,5.08,Comedy
Seisho Gensou Fu: Adam to Eve,Unknown,Historical
Nonsense Monogatari Dai Ippen: Sarugashima,5.35,Adventure
Fate/stay night: Unlimited Blade Works 2nd Season,8.33,"Action, Fantasy, Magic, Supernatural"
Isuca: Gokuraku,6.3,"Comedy, Ecchi, Romance, Seinen, Supernatural"
Rusty Nail,6.17,"Action, Music, Sci-Fi"
Luigi's Toy Adventure,5.42,Adventure
Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,6.59,"Music, School, Shoujo"
Kokoro ga Sakebitagatterunda.,7.96,"Drama, Romance, School"
Ginga Tetsudou 999 (ONA),6.08,"Sci-Fi, Adventure, Space, Drama"
Shouwa Genroku Rakugo Shinjuu,8.6,"Drama, Historical, Josei"
Heijoukyou: Yasukerashi Miyako,Unknown,Historical
Boruto: Naruto the Movie,7.5,"Action, Comedy, Martial Arts, Shounen, Super Power"
Harbor Tale,Unknown,"Adventure, Fantasy"
0:08,4.91,Dementia
The Baby Birds of Norman McLaren,5.21,Music
Yu☆Gi☆Oh! The Dark Side of Dimensions,7.45,"Game, Adventure, Shounen"
White Fantasy,5.68,"Fantasy, Sports"
Futa-bu!!,7.2,"Hentai, School, Yuri"
3-gatsu no Lion meets Bump of Chicken,7.05,"Music, Drama, Seinen"
Gunslinger Stratos The Animation,6.09,"Action, Sci-Fi"
Bakemono no Ko,8.33,"Adventure, Supernatural"
Macross Fufonfia Specials,5.8,"Comedy, Parody"
Last Exile: Doyou no Asa,5.75,"Comedy, Parody, Sci-Fi"
Bamboo Blade: Fanfu-Fufe-Fo,5.62,"Comedy, Parody"
Bamboo Blade: CM Fanfu-Fufe-Fo,5.76,"Comedy, Parody, Sci-Fi"
Mikagura Gakuen Kumikyoku (TV),6.71,"Action, Comedy, School, Shoujo Ai"
Okusama ga Seitokaichou!,6.66,"Comedy, Ecchi, Romance, School, Shounen"
Himouto! Umaru-chan,7.17,"Comedy, School, Seinen, Slice of Life"
Doubutsu Tonarigumi,5.4,"Kids, Comedy, Historical"
Cinterrier-jou no Hanamuko,5.17,"Comedy, Fantasy, Kids"
Anomalies,4.58,Psychological
Chain Chronicle: Haecceitas no Hikari,6.66,"Action, Adventure, Fantasy, Magic"
Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,6.95,"Parody, School, Slice of Life"
"Wake Up, Girls! Seishun no Kage",7.15,"Drama, Music"
Watashi no Kao,4.13,"Dementia, Horror"
Koe no Katachi,9,"Drama, School, Shounen"
Pokemon: Pikachu to Pokemon Ongakutai,6.2,"Adventure, Kids, Fantasy"
Shabura Rental: Ecchi na Oneesan to no Eroero Rental Obenkyou The Animation,6.83,Hentai
Takamiya Nasuno Desu!: Teekyuu Spin-off,6.44,"Slice of Life, Comedy, Shounen"
Kaitou Joker 2nd Season,7.22,"Adventure, Comedy, Mystery, Shounen"
New Initial D Movie: Legend 2 - Tousou,7.79,"Cars, Seinen, Sports"
Hidan no Aria AA,6.25,"Action, School, Shoujo Ai"
Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV): Heroine Kentei,Unknown,"Fantasy, Comedy"
Setsuzoku Muyou,Unknown,Comedy
Haikyuu!! Second Season,8.73,"Comedy, Sports, Drama, School, Shounen"
Ganso Banana no Tamashii,5.06,"Music, Kids"
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.74,"Action, Adventure, Fantasy, Military"
Hidamari Sketch Recap,6.33,"Slice of Life, Comedy, School"
Hidamari Sketch x 365 Recap,6.18,"Slice of Life, Comedy, School"
Hidamari Sketch x ☆☆☆ Recap,6.32,"Slice of Life, Comedy, School"
Disney Tsum Tsum,6.03,Kids
Youkai Watch: Best 10,5.89,"Kids, Comedy, Supernatural"
Owari no Seraph: Nagoya Kessen-hen,7.64,"Action, Military, Supernatural, Drama, Vampire, Shounen"
Vampire Holmes,3.38,"Mystery, Comedy, Supernatural"
Beluga,4.83,"Dementia, Horror"
Sougiya to Inu,5.03,"Dementia, Horror"
Columbos,4.96,"Police, Drama, Mystery"
Mushishi Zoku Shou: Suzu no Shizuku,8.63,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural"
Kizuna (Special),5.73,"Slice of Life, Romance, Drama"
Idol☆Sister,7.06,"Harem, Hentai, Music"
Nekota no Koto ga Kininatte Shikatanai.,6.16,"School, Shoujo"
Kibun wa Uaa Jitsuzai OL Kouza,Unknown,"Comedy, Seinen"
Gintama°,9.1,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
To LOVE-Ru Darkness 2nd,7.51,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen"
Ame-iro Cocoa,4.72,"Comedy, Slice of Life"
Bouken-tachi Gamba to Nanbiki no Nakama,Unknown,"Adventure, Kids"
Kamakura,5.53,"Music, Dementia"
Maku,Unknown,"Music, Dementia"
Ninja & Soldier,5.9,Psychological
Hand Soap,5.13,"Dementia, Psychological"
Charlotte,7.77,"Drama, School, Super Power"
Lena Lena,Unknown,Slice of Life
Wooser no Sono Higurashi: Mugen-hen,6.59,"Comedy, Fantasy, Slice of Life"
Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,6.98,"Action, Demons, Ecchi, Fantasy, Harem, Romance"
Robot Girls Z Plus,6.27,"Comedy, Mecha, Parody"
Orangutan,5.13,"Kids, Music"
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,7.39,"Comedy, Romance, Seinen, Slice of Life"
Tottori U-turn,5.05,Sports
Lovely x Cation The Animation,7.2,Hentai
Sei Yariman Sisters Pakopako Nikki The Animation,6.81,Hentai
Wangpai Yushi,6.66,"Comedy, Fantasy, School, Shounen, Supernatural"
Yaoguai Mingdan,6.94,"Action, Comedy, Fantasy, Romance"
Grisaia no Meikyuu: Caprice no Mayu 0,7.91,Drama
Grisaia no Rakuen,7.86,"Drama, Harem, Psychological, Romance"
Washimo 2nd Season,Unknown,"Sci-Fi, Slice of Life, Comedy, Kids, School"
Grisaia no Kajitsu Specials,6.92,Ecchi
Tanoshii Sansuu,Unknown,"Music, Kids"
Aruite Mikka!,4.43,"Music, Comedy, Kids"
Banana Mura ni Ame ga Furu,4.77,"Music, Kids"
Onna Spy Goumon: Teki no Ajito wa Jotai Goumonsho,5.03,Hentai
World Calling,6.07,Music
Ookami Shoujo to Kuro Ouji Recap,6.82,"Comedy, Romance, School, Shoujo"
Chiisana Teien,6.05,"Adventure, Fantasy"
Atama wa Tsukaiyou. Card mo Tsukaiyou.,5.48,Comedy
Tezuka Osamu Monogatari,Unknown,Historical
Usagi to Kame (Music),5.34,Music
Sore ga Seiyuu!,7.05,"Slice of Life, Comedy"
Daitoshokan no Hitsujikai Picture Drama,6.31,"Ecchi, Comedy"
Tensai Banpaku Opening,5.27,Dementia
Persia no Komoriuta: Watashi no Hana,Unknown,"Kids, Music"
Futago no Ookami Daibouken,Unknown,"Music, Kids"
Henna Ie!,Unknown,"Music, Kids"
Jeremy no Ki,Unknown,"Kids, Drama, Fantasy"
Tomodachi de Iyou ne,Unknown,"Kids, Slice of Life"
Aldnoah.Zero Extra Archives,6.66,"Action, Sci-Fi, Mecha"
Fushigiboshi no☆Futagohime Gyu! Recap,6.38,"Comedy, Magic, Shoujo"
Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,Unknown,"Adventure, Martial Arts, Comedy, Super Power, Sci-Fi"
Ninja Hattori-kun Plus Perman: Chounouryoku Wars,6.15,"Adventure, Martial Arts, Super Power"
Kiki to Lala no Habatake! Pegasus,Unknown,"Kids, Magic"
Kiki to Lala no Mamatte Suteki!,Unknown,"Kids, Magic"
Koukaku Kidoutai Arise [.jp],6.35,Action
Genkaku Cool na Sensei ga Aheboteochi!,7.21,Hentai
Hangyodon no Parallel Daisakusen: Kyouryuu Oukoku wa Oosawagi,Unknown,"Kids, Sci-Fi"
Hangyodon no Parallel Daisakusen: Mirai Sekai wa Oosawagi,Unknown,"Kids, Sci-Fi"
Hangyodon no 007/2: Doctor Sunday Arawaru no Maki,Unknown,"Kids, Parody"
Hangyodon no Parallel Daisakusen: Hana no Oedo wa Oosawagi,Unknown,"Kids, Historical"
Ooedo Torimonochou: Nezumi Kozou,Unknown,"Kids, Historical, Mystery"
Uchuu Kaizoku Mito no Daibouken Pilot,Unknown,"Comedy, Sci-Fi"
Behind a Smile,5.81,"Action, Demons, Music"
Isu,4.58,Dementia
Kurage no Shokudou,6.26,"Slice of Life, Drama"
Classical Sex-Zone,5.43,"Hentai, School"
Shousei Shikisai Gensou,4.69,Music
Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,7.06,"Harem, Comedy, Romance, Ecchi"
"Oyaji no, Imo no Kamisama.",5.86,Slice of Life
Koukaku Kidoutai Arise: Alternative Architecture,7.26,"Sci-Fi, Police, Psychological, Mecha"
20-dai no Heya-hen,5.12,Slice of Life
Doron Coron,Unknown,"Kids, Slice of Life"
Beanuts,Unknown,"Comedy, Kids"
Kimi wa Tomodachi,5.42,"Adventure, Fantasy, Music"
Grasshopper Monogatari,Unknown,"Music, Kids"
Eien,Unknown,"Drama, Fantasy, Music"
Bazar dé Gozarre,Unknown,Comedy
Kareshi wa Hammerhead Shark,Unknown,"Slice of Life, Comedy, Kids"
Watashi no Ashinaga Ojisan Specials,Unknown,"Comedy, Romance, School, Shoujo, Slice of Life"
"Mirai e no Niji: Boku no Ojisan wa, Hansen-byou",Unknown,"Drama, Kids"
Jam the Housnail,Unknown,"Adventure, Kids"
Tick & Tack,Unknown,"Kids, Fantasy"
Naccio to Pomm,Unknown,"Adventure, Kids, Sci-Fi"
Bip to Bap,Unknown,"Kids, Adventure"
Robot Pulta,Unknown,"Adventure, Comedy, Kids, Mecha"
Pulsar,5.47,"Dementia, Music"
Form of Stress,Unknown,Mecha
Kai Douryoku,Unknown,"Dementia, Sci-Fi"
Kai Douryoku Real,Unknown,"Dementia, Sci-Fi"
Chii-chan to Hige Ojisan,Unknown,"Slice of Life, Kids"
Momonga-mon,Unknown,"Adventure, Kids"
Shiro Hon,Unknown,"Adventure, Kids"
Pinky Wakuwaku Tabi Stroll,5.13,Slice of Life
Pinky Monkey no Umareta Hi,Unknown,Adventure
Fafa Movie,5.17,Slice of Life
Pinky Monkey x FaFa Collaboration Animation: At Afternoon of Sunny Day,Unknown,Slice of Life
Ousama Monogatari,Unknown,"Adventure, Kids"
Shiritori Oukoku,Unknown,Kids
Oni Keibu Anpan,Unknown,"Police, Kids"
Juu-nin no Chiisa na Indian,5.29,"Music, Kids"
12-gatsu no Uta,4.65,"Music, Kids"
Dog Days Recap,6.51,"Action, Adventure, Fantasy, Magic"
Pokemon XY: New Year's Eve 2014 Super Mega Special,6.33,"Action, Adventure, Comedy, Fantasy, Kids"
Liv & Bell,Unknown,"Adventure, Kids"
En En Nikoli,Unknown,"Adventure, Music, Kids"
Teach,Unknown,"Adventure, Music, Kids"
Mori no Ratio,Unknown,"Adventure, Kids, Fantasy"
Straw Byururu,Unknown,"Adventure, Kids, Magic, Fantasy"
Eddie the Fast Break,Unknown,"Sports, Kids"
Ken to Kaijuu,Unknown,"Kids, Magic, Fantasy"
Ongaku Sekai Ryokou,Unknown,"Music, Kids"
Detective Conan: Happy New Year Special,7.01,"Action, Police, Comedy, Mystery, Shounen"
Gakkyuu Ou Yamazaki Specials,Unknown,Comedy
Hoshi Uranai Kirakira,5.42,"Music, Kids"
Kenka no Ato wa,5.55,"Music, Kids, Romance"
Cabbage UFO,5.17,"Music, Kids"
Tenrankai de Atta Onnanoko,Unknown,"Music, Kids"
Pata Pata Mama,5.15,"Music, Kids"
Bubaga,Unknown,"Kids, Adventure"
Daisuki! Nendomama,Unknown,"Kids, Slice of Life, Fantasy"
Saikin Ponta,Unknown,"Kids, Slice of Life"
Toko-chan Chokkin,Unknown,"Kids, Slice of Life, Adventure, Historical"
Straw-saurus Neo,Unknown,"Adventure, Fantasy, Kids, Sci-Fi"
Rescue YoYo,Unknown,"Kids, Mecha"
Tsunagaru Animal,Unknown,Kids
Kakinoki Mokkii,5.39,"Fantasy, Kids"
Rainbow no Anime Bako,Unknown,Kids
Talpy,Unknown,"Kids, Fantasy"
Paniponi,Unknown,"Slice of Life, Kids"
Karasu no Puuta,Unknown,Kids
Kappa no Suribachi,Unknown,"Kids, Fantasy"
Kyouryou Pikora,Unknown,"Kids, Adventure"
Nanja Monja Obake,Unknown,"Kids, Horror"
Go! Go! Veggie-tan,Unknown,"Sci-Fi, Space, Kids"
Hasu no Yousei: Bonyo Bonyo,Unknown,"Kids, Fantasy"
The Night Game: Neko no Sakusen,Unknown,"Kids, Sports"
Gararin to Gororin,Unknown,"Music, Kids"
Suna Asobi,Unknown,"Adventure, Music, Kids"
Hamster Sam,Unknown,"Kids, Music"
Ongaku Shoujo,6.24,"Music, Slice of Life"
Aki no Kanade,7.01,"Slice of Life, Music, School"
Happy ComeCome,5.51,"Slice of Life, Comedy, Sci-Fi"
Kumi to Tulip,6.04,"Kids, Sci-Fi"
Kagee Mukashibanashi,Unknown,"Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Samurai, Supernatural"
Kagee Aesop Monogatari,Unknown,"Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Supernatural"
Hello Kitty no Hajimete no Christmas Cake,Unknown,Kids
Hello Kitty no Okaze wo Hiita Santa-san,Unknown,"Kids, Fantasy"
Hello Kitty no Minna no Tanoshii Natsuyasumi,Unknown,"Kids, Fantasy"
Hello Kitty no Santa-san ga Futari Ita,Unknown,"Fantasy, Music"
Kitty to Daniel no Suteki na Christmas,Unknown,Kids
Santa Claus Tsukamaeta!,Unknown,"Kids, Fantasy"
Sanrio Christmas Fantasia,Unknown,"Kids, Magic, Fantasy"
Kitty to Daniel no Odoru Santa-san no Himitsu,Unknown,"Kids, Fantasy"
Kanimanji Engi,5.55,Fantasy
Kinken Chochiku Shiobara Tasuke,5.23,Historical
Okuni no Tame ni,5.21,"Military, Historical"
San-biki no Koguma-san,Unknown,Kids
Fukubiki! Triangle: Futaba wa Atafuta ♥,6.61,Hentai
Mankitsu Happening,7.72,Hentai
Kuroko no Basket: Oshaberi Demo Shimasen ka,7.23,"Comedy, Sports, School, Shounen"
Chikotan,5.53,"Music, Psychological"
Home My Home,5.33,"Music, Kids"
Denpa Kyoushi (TV),6.9,"Comedy, Romance, School, Shounen"
Hana,4.5,Comedy
Kurokan,Unknown,Sports
Double Hard,Unknown,"Action, Martial Arts"
Chinka,5.08,Action
Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!,6.26,"Kids, Adventure, Comedy, Super Power"
Perman: Birdman ga Yatte Kita!!,5.95,"Kids, Adventure, Comedy, Super Power"
Oh Yoko!,4.44,"Romance, Dementia, Music"
Good-by Elvis and USA,3.09,"Dementia, Music"
Good-by Marilyn,4.19,"Dementia, Music"
Jiaoao de Jiangjun,5.57,Drama
Coffee Break,4.97,Dementia
Kiseki,4.85,"Music, Dementia"
Otoko to Onna to Inu,4.88,"Comedy, Romance"
Samurai,4.92,"Drama, Romance"
6HP (Six Hearts Princess),5.89,Magic
Jikan,Unknown,Dementia
Sensuikan Cassiopeia,Unknown,Dementia
Tsuiseki,5.14,Dementia
Ikedaya Soudou,Unknown,"Samurai, Historical, Drama"
Futari Zamurai Homare no Kawakiri,5.3,"Samurai, Historical, Drama"
Chanda Gou,Unknown,Unknown
Stone,5.25,Dementia
Karma,5.16,Dementia
Genei Toshi,Unknown,Dementia
Toumei Ningen,Unknown,Dementia
Ten,Unknown,Dementia
Hyoutan,Unknown,Psychological
Shin Tenchi Souzou,5.29,Comedy
Sarasoujuu no Hana no Iro,5.27,Drama
Kage,5.36,"Drama, Historical"
Ki Renka,5.27,"Demons, Drama"
Odoroki Ban,5.06,Dementia
Duel Masters VSR,5.55,"Action, Adventure, Comedy, Shounen"
Tennis no Ouji-sama: Message in a Bottle,6.61,"Comedy, Sports, School, Shounen"
Ni-hiki no Sanma (1968),5.28,Comedy
Ikoku na Retro,6.33,Hentai
Shoujo Kyouiku,6.55,Hentai
Yume no Ukiyo ni Saitemina,5.79,Music
Üks Uks,Unknown,Dementia
Introspection,Unknown,Dementia
Believe in It,Unknown,"Music, Dementia"
Countdown,Unknown,Dementia
Learn to Love,Unknown,Dementia
Don't You Wish You Were Here?,Unknown,Dementia
Nar Doma,5.74,Comedy
Ginga Tetsudou 999: Shounen no Tabidachi to Wakare,Unknown,"Adventure, Space, Drama, Sci-Fi"
Kumo no Ito (1979),Unknown,Drama
Maze Maze Wien,Unknown,Dementia
"Eikoku Ikka, Nihon wo Taberu",6.37,"Comedy, Slice of Life"
Paradise,Unknown,"Adventure, Psychological, Space"
Peeping Life x I-O Data: Quiz!! Input Output,Unknown,Comedy
Ienai Koto The Animation,6.17,Hentai
Beppu x Peeping Life,5.31,"Slice of Life, Comedy"
"Sayonara, Midori ga ike: Tobe! Tako Glider!!",Unknown,"Kids, Adventure"
Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,Unknown,Music
Yatterman x Toshiba,5.19,Comedy
Notteke Explet's,Unknown,Kids
Shitamachi Alien PapiPipiPupi,Unknown,Sci-Fi
Butazuka,Unknown,Slice of Life
Buonomo,Unknown,Slice of Life
Seishun Midnight Runners: Shiosai,Unknown,Music
Korokoro Animal,Unknown,Kids
Kaden Manzai John TV Show!,Unknown,Comedy
Warai no Show Gakkou,Unknown,"Kids, Comedy"
Kabushiki Kaisha Zoo,Unknown,"Kids, Comedy"
Convenience Store Senki Purin-tai,Unknown,Comedy
AAA de Ikou!!: Yuuna & Akiko,Unknown,Comedy
Yurumi to Shimeru,Unknown,"Sci-Fi, Comedy"
JU Chuuko Jidousha Hanbaishi x Peeping Life,Unknown,"Slice of Life, Comedy"
Haikyuu!! Movie 1: Owari to Hajimari,7.93,"Comedy, Sports, Drama, School, Shounen"
Sinbad: Soratobu Hime to Himitsu no Shima,6.32,Adventure
Mori no e,5.65,"Kids, Music"
Taboo Tattoo,5.79,"Action, Mystery, Comedy, Super Power, Supernatural, Martial Arts, Seinen"
Korokoro Animal 2,Unknown,Kids
Blend,Unknown,"Music, Dementia"
Metropolis (2009),5.93,Unknown
Playground,5.09,Dementia
Minamo,Unknown,Unknown
Fantastic Cell,4.82,Dementia
Kikyuu,5.78,Music
Recorder,5.14,"Dementia, Music"
Calm,5.69,"Dementia, Music"
Baka Baka Baka na Sekai,4.29,"Military, Comedy, Dementia"
Himitsu Spark,6.13,Music
Tokyo Fantasia,Unknown,"Dementia, Music"
Malay Oki Kaisen,5.45,"Historical, Military"
Jitsu wa Watashi wa,6.91,"Comedy, Supernatural, Romance, Vampire, Fantasy, School, Shounen"
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7.33,"Comedy, Ecchi, School"
Gochuumon wa Usagi Desu ka??,7.82,"Slice of Life, Comedy"
Are wa Dare?,5.48,Kids
Chiisana Itsutsu no Ohanashi,Unknown,Kids
Chikara Bashi,5.59,Kids
Onigakure Yama no Soba no Hana,Unknown,"Kids, Demons, Historical"
Oshizuka ni,Unknown,Kids
