title,rating,genres
Mahou Sensei Negima! Tokubetsu Eizou,6.1,Music
Kekkai Sensen & Beyond,7.88,"Action, Comedy, Fantasy, Shounen, Super Power, Supernatural, Vampire"
Uma Musume: Pretty Derby,6.52,"Music, Sports"
Granblue Fantasy,6.48,Fantasy
Princess Connect!,6.07,Fantasy
Gijinka de Manabo!,5.42,"Sci-Fi, Comedy"
Ao no Exorcist: Kyoto Fujouou-hen OVA,7.14,"Action, Demons, Supernatural, Fantasy, Shounen"
Yami Shibai 4,5.73,"Dementia, Horror, Supernatural"
Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,6.83,"Demons, Kids, Supernatural"
Tsukipro The Animation,6.73,Music
Monster Strike: Rain of Memories,6.52,"Action, Game, Fantasy"
Shokugeki no Souma: Ni no Sara OVA,7.53,"Ecchi, School, Shounen"
Getsuyoubi no Tawawa Specials,6.59,"Slice of Life, Ecchi"
Cinderella Girls Gekijou: 5 Shuunen Kinen Short Anime,5.94,Comedy
Sagurare Otome The Animation,6.29,Hentai
Nuki Doki! Tenshi to Akuma no Sakusei Battle - Revolution,6.4,Hentai
Sakura Quest,7.41,"Slice of Life, Comedy"
Death March kara Hajimaru Isekai Kyousoukyoku,6.54,"Adventure, Fantasy, Harem"
"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",6.11,"Romance, Sci-Fi"
Kenka Banchou Otome: Girl Beats Boys,6.45,"Action, Martial Arts, School, Shoujo"
Inazma Delivery,6.33,"Action, Sci-Fi, Comedy"
KochinPa! Dainiki,4.85,Comedy
Seitokai Yakuindomo Movie,7.87,"Slice of Life, Comedy, School, Shounen"
Idol Kyousei Sousa,4.69,Hentai
Hei Mao Jing Zhang,5.62,"Action, Adventure, Cars, Comedy, Kids, Police"
Days: Touin Gakuen-sen!,7.49,"Sports, School, Shounen"
Pokemon Generations,7.46,"Action, Adventure, Fantasy, Game, Kids"
Mobile Suit Gakuen: G-Reco Koushien,5.4,"Comedy, Parody, Sports, Mecha"
"Wake Up, Girls! Shin Shou",6.5,"Music, Drama"
Centaur no Nayami,6.48,"Slice of Life, Comedy, Fantasy, School, Seinen"
Toriko no Kusari,6.57,Hentai
Anata wa Watashi no Mono,6.19,Hentai
Terra Formars: Earth-hen,6.42,"Action, Sci-Fi, Space, Horror, Drama, Seinen"
Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!,6.88,"Action, Comedy, School"
Natsume Yuujinchou Go Specials,8.33,"Slice of Life, Demons, Supernatural, Drama, Shoujo"
Koisuru Shirokuma,6.74,"Comedy, Josei, Shounen Ai"
Yoru wa Mijikashi Arukeyo Otome,8.23,"Comedy, Romance"
"Soushin Shoujo Matoi: Yuma-chin, Matomemashita - Nanimo Kitenakute... Natsu",5.81,"Magic, Supernatural"
Saint Seiya: Saintia Shou,5.61,"Action, Adventure, Seinen"
Pokemon Movie 20: Kimi ni Kimeta!,7.08,"Action, Adventure, Comedy, Kids"
Mary to Majo no Hana,7.28,"Adventure, Fantasy, Magic"
Inuyashiki,7.7,"Action, Drama, Psychological, Sci-Fi, Seinen"
Dive!!,6.08,"Comedy, Sports"
Koutetsujou no Kabaneri Movie 3: Unato Kessen,7.72,"Action, Horror, Supernatural, Drama, Fantasy"
Shoukoku no Altair,7.55,"Military, Adventure, Historical, Drama, Fantasy, Shounen"
Cheer Danshi!! Specials,6.03,"Sports, School"
Ryuu no Haisha,7.42,"Adventure, Fantasy"
Warau Salesman New,6.27,"Comedy, Drama, Seinen"
Dream Festival! R,6.92,Music
Re:Creators,7.57,"Action, Sci-Fi, Fantasy, Mecha"
Jikan no Shihaisha,6.33,"Supernatural, Shounen"
Boruto: Naruto Next Generations,5.81,"Action, Adventure, Super Power, Martial Arts, Shounen"
Black Clover,7.38,"Action, Comedy, Magic, Fantasy, Shounen"
Nanatsu no Taizai: Imashime no Fukkatsu,7.84,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural"
Nana Maru San Batsu,6.7,"Game, School, Seinen"
"Onihei: Sono Otoko, Heizou Hasegawa",6.29,"Historical, Seinen"
Natsume Yuujinchou Roku,8.65,"Slice of Life, Demons, Supernatural, Drama, Shoujo"
"""Parade"" de Satie",5.44,"Music, Dementia"
Made in Abyss,8.74,"Sci-Fi, Adventure, Mystery, Drama, Fantasy"
Guomin Laogong Dai Huijia,6.1,"Drama, Romance, School"
UQ Holder!: Mahou Sensei Negima! 2 (OVA),7.21,"Action, Sci-Fi, Magic, Fantasy, Shounen"
Lostorage Conflated WIXOSS,7.1,"Game, Psychological"
Answer (2016),7.31,"Music, Drama, Seinen"
Saiki Kusuo no Ψ-nan 2,8.48,"Slice of Life, Comedy, Supernatural, School, Shounen"
Garo: Honoo no Kokuin - Yurugaro,5.53,"Comedy, Fantasy, Parody"
Teekyuu 8 Specials,6.05,"Comedy, Sports, Shounen"
Usakame Special,5.54,"Comedy, Sports, Shounen"
Blend S,7.36,"Slice of Life, Comedy"
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,6.58,"Sci-Fi, Drama"
Giant Robo,5.88,"Action, Mecha"
Bakuon!! no Kobeya,6.13,"Comedy, Seinen, Slice of Life"
Master of Torque: Epilogue,5.56,Cars
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.07,"Magic, Adventure, Fantasy, Comedy, Supernatural"
Aitata Bocchi,5.68,"Dementia, Drama"
Such a Good Place to Die,5.71,Dementia
Origami of Landscape,5.34,Dementia
Sakana no Iu Koto wo Kiku,5.52,"Dementia, Drama"
Ballroom e Youkoso,8.21,"Comedy, Drama, Romance, School, Shounen, Sports"
Jitaku Keibiin,6.69,Hentai
Ero Semi: Ecchi ni Yaruki ni ABC - The Animation,6.63,Hentai
Shingeki no Bahamut: Genesis - Short Story,7.13,"Action, Adventure, Demons, Supernatural, Magic, Fantasy"
Brave Witches: Petersburg Daisenryaku,7.02,"Action, Ecchi, Magic, Military, Sci-Fi"
3-gatsu no Lion Recap,6.71,Drama
Soukyuu no Fafner: Dead Aggressor - The Beyond,7.14,"Action, Military, Sci-Fi, Drama, Mecha"
I Was King,6.28,"Fantasy, Music"
Ai Uta: Since 2007,5.34,Music
Kawazuno Mekaridoki,5.92,Music
Nekopara OVA,6.98,"Comedy, Romance"
Otokonoko ♂ Delivery,5.86,"Hentai, Yaoi"
Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,6.31,"Action, Fantasy, Game"
Fate/Apocrypha,7.16,"Action, Supernatural, Drama, Magic, Fantasy"
Monster Strike Anime,6.34,"Action, Game, Fantasy"
Chou Yuu Sekai: Being the Reality,6.22,"Action, Game, Adventure, Romance, Fantasy"
Kingsglaive: FFXV Fan Kansha Tokubetsu Movie,5.9,Action
Choco Kyouju no Oheya,4.84,Comedy
Kujira no Kora wa Sajou ni Utau,7.2,"Mystery, Super Power, Drama, Fantasy, Shoujo"
Crocotires Traction AAA,5.36,Sports
the FLY BanD!,5.14,Music
In Search of Axis,4.83,Dementia
Samuroid Zero,4.98,"Action, Samurai"
Youjo Shenki Episode 0,6.05,Parody
Kaito x Ansa,5.03,Game
One Room Special,5.41,Slice of Life
"Minami Kamakura Koukou Joshi Jitenshabu: Kita yo, Taiwan!",6.5,"Sports, School, Shounen"
Sengoku Choujuu Giga: Otsu,5.91,"Historical, Demons, Supernatural, Samurai"
Yareruko! Densha Ecchi,6.75,Hentai
Youjo Shenki,6.75,"Military, Comedy, Parody"
Mahoujin Guruguru (2017),7.86,"Adventure, Fantasy, Magic, Comedy, Shounen"
Meikoku Gakuen: Jutai-hen,7.09,Hentai
Blood Lad: Kanketsu Kinen,6.53,"Music, Shounen, Vampire"
ChäoS;Child Episode 0,6.27,"Sci-Fi, Mystery, Psychological, Supernatural"
Rilu Rilu Fairilu: Yousei no Door,6.6,"Slice of Life, Magic, Fantasy"
Town Workers,6.08,Slice of Life
Momoiro Bouenkyou Anime Edition,5.72,Hentai
Green Eyes: Ane Kyun! yori The Animation,6.83,Hentai
Chein Kuro-Nikuru!!,5.64,"Comedy, Parody"
Elsword: Ain-ui Gieog Animation,6.12,"Action, Fantasy"
Dynamic Chord,4.71,Music
Eureka Seven AO: One More Time - Lord Don't Slow Me Down,6.7,"Action, Sci-Fi, Adventure, Drama, Mecha"
"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",6.88,"Action, Historical, Drama"
Kuroko no Basket: Oshaberi Shiyou ka,7.12,"Comedy, Sports, School, Shounen"
Idol Time PriPara,7.13,"Music, School, Shoujo"
Yoake Tsugeru Lu no Uta,7.43,"Adventure, Music, Supernatural, Fantasy"
Tamashii Insert,6.94,Hentai
Yuru Camp△,8.27,"Slice of Life, Comedy"
PriPri Chii-chan!!,6.24,"Sci-Fi, Comedy, Shoujo"
Action Heroine Cheer Fruits,6.55,"Comedy, School, Slice of Life"
Cobalt World,6.42,"Music, Slice of Life"
ViVid Strike! Specials,6.69,"Action, Drama, Magic, Martial Arts"
Sakura Internet,5.67,Drama
Mazinger Z Movie: Infinity,6.8,"Action, Sci-Fi, Comedy, Super Power, Mecha, Shounen"
"Seiso de Majime na Kanojo ga, Saikyou Yaricir ni Kanyuu Saretara...? The Animation",6.03,Hentai
Tsuki ga Kirei,8.18,"Romance, School"
Souryo to Majiwaru Shikiyoku no Yoru ni...,4.62,"Drama, Ecchi, Romance"
Keppeki Danshi! Aoyama-kun,6.99,"Comedy, Seinen, Sports"
Dance with Devils: Fortuna,6.31,"Harem, Demons, Supernatural, Romance, Vampire, Shoujo"
Hina Logi: From Luck & Logic,6.68,"Action, Comedy, Fantasy, School"
Crayon Shin-chan Gaiden: Kazokuzure Ookami,6.59,"Action, Comedy, Ecchi, Samurai, Seinen"
Future Card Buddyfight Battsu,6.33,Game
Sanrio Danshi,6.61,"Slice of Life, Drama, School"
Kitsune Tsuki,6.16,Drama
Konohana no Sakuya Mori,6.03,Dementia
Gabriel DropOut Specials,7.66,"Comedy, Demons, Supernatural, School, Shounen"
Cluster A,5.59,Music
Xianjing Chuanshuo RO: Shouhu Yongheng de Ai,5.99,"Action, Fantasy"
Zoku Touken Ranbu: Hanamaru,7.31,"Action, Slice of Life, Comedy, Historical, Drama, Fantasy"
"Wake Up, Girl Zoo! Taiwan de Go!",5.52,Comedy
Yu☆Gi☆Oh! VRAINS,6.64,"Action, Game, Sci-Fi, Fantasy, Shounen"
BanG Dream!: Asonjatta!,7.06,"Music, Slice of Life"
Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,5.89,"Sci-Fi, Comedy, Shounen"
Aho Girl,6.9,"Comedy, Romance, School, Shounen"
Keijo!!!!!!!! Specials,6.48,"Comedy, Ecchi, Shounen, Sports"
Against,5.42,"Dementia, Fantasy"
Makeruna!! Aku no Gundan!,5.32,"Comedy, Shounen"
Cerberus,5.55,Music
Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,6.36,"Drama, Fantasy"
Zutto Suki Datta,5.68,"Hentai, Drama, School"
Monmusu Quest!,6.61,"Hentai, Demons"
Beyblade Burst God,6.7,"Action, Adventure, Sci-Fi, Shounen, Sports"
Tsurezure Children,7.67,"Comedy, Romance, School, Shounen"
RoboMasters the Animated Series,6.42,"Action, Mecha, School"
Youjo Senki: Senkyou Houkoku,6.51,"Military, Magic"
Duel Masters (2017),5.73,"Action, Adventure, Comedy, Shounen"
Through the Windows,5.58,Kids
Calihara no Uta,5.51,Music
Heya (Music),5.33,Music
New Game!!,7.76,"Game, Slice of Life, Comedy"
The iDOLM@STER SideM,7.18,Music
Kotowa Jiten: Hetana Teppou mo Kazu Ucha Ataru!,5.45,Action
Joubuna Tire!,5.24,Cars
Kakegurui,7.42,"Game, Mystery, Psychological, Drama, School, Shounen"
Koi to Uso,6.57,"Drama, Romance, School"
Ichinen Buri no The Animation,6.32,Hentai
Tales of the Rays,5.99,"Game, Fantasy"
Dongguo Xiaojie,6.04,"Adventure, Historical, Demons, Supernatural"
Queen's Blade: Unlimited,6.2,"Action, Adventure, Ecchi, Fantasy"
T7S Longing for Summer Again and Again: Harukaze,6.26,"Music, School"
Bungou Stray Dogs: Dead Apple,7.84,"Action, Comedy, Mystery, Super Power, Supernatural"
Hakuouki: Otogisoushi Special,6.13,"Historical, Samurai, Fantasy, Josei"
Koi to Byounetsu,5.85,Music
Yoshichirou no Keirei,5.61,"Historical, Samurai"
Kyoudai Koguma,5.57,Adventure
Ookami wa Ookamida,5.43,Fantasy
Sakana no Kuni,5.39,Military
Gakuen Shinshoku: XX of the Dead,6.48,Hentai
Yume Oukoku to Nemureru 100-nin no Ouji-sama: Short Stories,6.23,Game
Digimon Adventure tri. 5: Kyousei,7.2,"Action, Adventure, Comedy, Drama"
Yarimoku Beach ni Shuugakuryokou de!! The Animation,7.07,Hentai
Killing Bites,6.63,"Action, Ecchi, Sci-Fi, Seinen"
Jigoku Shoujo: Yoi no Togi,6.54,"Horror, Mystery, Psychological, Supernatural"
Senga Tsubo,5.63,Fantasy
Hakubo,6.37,Drama
Love Live! Sunshine!! 2nd Season,7.58,"Music, School, Slice of Life"
Aragne no Mushikago,5.2,"Fantasy, Horror, Mystery"
Marvel Future Avengers,5.64,"Action, Super Power, Kids"
Nobunaga no Shinobi: Ise Kanegasaki-hen,7.13,"Comedy, Historical"
Shounen Ashibe: Go! Go! Goma-chan 2,5.87,"Slice of Life, Comedy, Seinen"
Roba,5.64,Adventure
Koi wa Ameagari no You ni,7.54,"Romance, Seinen"
Byoudoku no Denpa,5.35,Kids
Namake Gitsune,5.48,Unknown
Ao no Strada,5.43,Drama
Kiitarou Shounen no Youkai Enikki: Jonan no Saijitsu,6.14,"Comedy, Ecchi, Supernatural"
To LOVE-Ru: Multiplication - Mae kara Ushiro kara,7.17,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen"
Happy Party Train,7.56,Music
Berserk Recap,6.02,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural"
Ani ni Tsukeru Kusuri wa Nai!,7.46,"Slice of Life, Comedy, School"
Osomatsu-san: Haru no Zenkoku Dai Senbatsu Jouei-sai - Sentou Quiz 2,5.98,"Comedy, Parody"
Baka Dakedo Chinchin Shaburu no dake wa Jouzu na Chii-chan♡,7.09,Hentai
Tensei Kendo no Harem Colosseo,6.63,"Harem, Hentai, Supernatural, Fantasy"
Tu Bian Ying Xiong Leaf,7.1,"Comedy, Super Power"
Mahoutsukai no Yome,8.1,"Slice of Life, Magic, Fantasy, Shounen"
Dog Days'' Specials,6.4,"Action, Adventure, Magic, Fantasy"
Osomatsu-san 2nd Season,7.6,"Comedy, Parody"
Sekai no Yami Zukan,4.68,"Horror, Supernatural"
Boruto: Jump Festa 2016 Special,6.22,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen"
Overlord II,7.78,"Action, Game, Adventure, Supernatural, Magic, Fantasy"
Hoozuki no Reitetsu 2nd Season,7.88,"Comedy, Demons, Fantasy, Seinen, Supernatural"
Juuni Taisen,6.55,Action
Gooorgeous,5.78,"Music, Ecchi"
Mitsuboshi Colors,7.43,"Comedy, Shounen, Slice of Life"
Kino no Tabi: The Beautiful World - The Animated Series,7.58,"Action, Adventure, Slice of Life"
The iDOLM@STER Million Live! 4th Anniversary PV,6.45,"Comedy, Music, Slice of Life"
Hibike! Euphonium Movie 2: Todoketai Melody,7.75,"Drama, Music, School"
"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",7.38,"Action, Historical, Supernatural"
Hinamatsuri,6.79,"Historical, Kids"
Haikyuu!! Movie 3: Sainou to Sense,8.08,"Comedy, Drama, School, Shounen, Sports"
Haikyuu!! Movie 4: Concept no Tatakai,8.11,"Comedy, Drama, School, Shounen, Sports"
Africa no Salaryman,5.86,Comedy
Clione no Akari,5.41,"Drama, School"
Warau Salesman Episode 0,5.9,"Psychological, Seinen, Supernatural"
Bleach KaraBuri!: Gotei Juusan Yatai Daisakusen!,6.51,"Comedy, Shounen"
Devilman: Crybaby,7.84,"Action, Dementia, Demons, Horror, Supernatural"
Shingeki no Kyotou,6.35,"Action, Fantasy, Shounen"
Koukyoushihen Eureka Seven Hi-Evolution 1,6.31,"Adventure, Drama, Mecha, Sci-Fi"
Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone,6.76,"Adventure, Drama, Mecha, Sci-Fi"
Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,5.76,Comedy
Kobayashi-san Chi no OO Dragon,7.24,"Slice of Life, Comedy, Fantasy"
High & Low: G-Sword,5.14,"Action, Drama, Shounen"
Kimi no Hikari: Asagao to Kase-san.,7.24,"Music, Romance, School, Shoujo Ai"
Daraku Reijou The Animation: Hakoiri Ojousama Netorare Choukyou Kiroku,6.03,Hentai
3-gatsu no Lion 2nd Season,9,"Drama, Game, Seinen, Slice of Life"
Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!,6.82,"Slice of Life, Comedy, Parody, Magic, School"
Gurazeni,6.34,"Comedy, Drama, Seinen, Sports"
Free! Movie 2: Timeless Medley - Yakusoku,7.58,"School, Slice of Life, Sports"
Free!: Take Your Marks,7.74,"School, Slice of Life, Sports"
Hand Shakers: Go ago Go,5.62,Action
Isekai wa Smartphone to Tomo ni.,6.24,"Adventure, Harem, Comedy, Magic, Romance, Fantasy"
The King of Fighters: Destiny,6.59,"Action, Adventure, Drama, Martial Arts, Romance"
Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,6.71,"Action, Fantasy, Magic, Slice of Life"
Youkai Apartment no Yuuga na Nichijou,7.18,"Slice of Life, Mystery, Supernatural"
Gakuen Babysitters,7.84,"Comedy, School, Shoujo, Slice of Life"
Mobile Suit Gundam: Twilight Axis,4.93,"Action, Military, Sci-Fi, Space, Mecha"
Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,6.86,"Comedy, Historical, Romance, Shoujo"
Zannen Onna Kanbu Black General-san,5.83,"Comedy, Super Power, Shounen"
Vatican Kiseki Chousakan: Majo no Soup,6.46,"Mystery, Supernatural, Drama"
Hitorigurashi no Shougakusei,6.47,"Comedy, Slice of Life"
Hajimete no Gal: Hajimete no Bunkasai,6.48,"Comedy, Romance, Ecchi, School, Shounen"
Dainiji Ura Nyuugakushiken The Animation,6.03,Hentai
Princess Principal,7.71,"Action, Mystery, Historical"
Konohana Kitan,7.56,"Slice of Life, Fantasy, Seinen, Shoujo Ai"
Owarimonogatari 2nd Season,8.93,"Mystery, Comedy, Supernatural, Vampire"
18if,6.17,"Mystery, Supernatural"
Uma Musume: Pretty Derby (TV),7.28,"Comedy, Slice of Life, Sports"
Urahara,5.79,"Comedy, Fantasy, Psychological, Sci-Fi"
Sengoku Night Blood,6.1,"Historical, Romance, Fantasy"
Hatena☆Illusion,5.37,"Comedy, Supernatural, Romance, Ecchi"
Time Bokan: Gyakushuu no San Akunin,5.99,"Adventure, Comedy, Historical, Mecha"
Soutai Sekai,5.81,Sci-Fi
Boku no Hero Academia 2nd Season: Hero Note,7.33,"Action, Comedy, Super Power"
Escape from Tsuki no Uragawa Zoo,5.67,"Drama, Fantasy, Music"
Gravity,5.53,Music
Monsuto Anime: Katsubou no Hate no Risoukyou,6.08,"Action, Game, Fantasy"
Shingeki no Kyojin-ten 360° Taikan Theater,7.13,"Action, Fantasy, Shounen, Super Power"
A-Channel: Nabe wo Tabeyou,6.88,"Comedy, School, Seinen, Slice of Life"
Henkei Shoujo,5.71,Sci-Fi
Candle,5.43,Music
Ramen Daisuki Koizumi-san,6.52,"Comedy, Slice of Life"
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,6.18,"Drama, Magic"
Chiruran: Nibun no Ichi Special,5.61,"Action, Comedy, Historical"
Neko Neko Nihonshi 2nd Season,6.21,"Historical, Parody, Kids, Samurai"
Furusato Meguri: Nippon no Mukashibanashi,6.14,"Historical, Kids, Supernatural"
Kemono Friends 2,5.87,"Adventure, Comedy"
"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",6.81,"Action, School, Shounen"
ChäoS;Child: Silent Sky,6.6,"Sci-Fi, Mystery, Psychological, Supernatural"
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,7.81,"Fantasy, Romance, Shoujo"
Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,7.49,"School, Shounen, Sports"
Saint Seiya: Gold Saints Data File,6.07,"Action, Fantasy, Shounen"
Hiyoko no Basket Movie: Last Game 0401,7.28,"Parody, Sports"
BOY's LOVE Nitro+CHiRAL,5.09,"Comedy, Parody"
Ultrasonico,4.96,"Parody, Super Power"
Poputepipikku,7.27,"Comedy, Dementia, Parody"
World Fool News (TV) Part II,5.78,"Slice of Life, Comedy"
Hitori no Shita: The Outcast 2nd Season,7.41,"Action, Super Power, Supernatural"
ClassicaLoid 2nd Season,6.5,"Music, Comedy"
Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,7.34,"Harem, Comedy, Romance, Ecchi, School"
Menhera Ayuri no Yamanai Onedari: Headphone wa Hazusenai,6.24,Hentai
Cinderella Girls Gekijou: Kayou Cinderella Theater,6.46,"Comedy, Slice of Life"
Kemono Friends: Bus-teki,6.63,"Comedy, Fantasy"
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",7.78,"Slice of Life, Comedy, Fantasy"
"Eiga Ensetsu ""Seiji no Rinrika"" Gotou Shinpei 1926",5.52,Historical
Seikaisuru Kado: Ninovo,6.72,Sci-Fi
Teekyuu 9,6.61,"Comedy, Sports"
Himouto! Umaru-chan R,7.36,"Comedy, School, Seinen, Slice of Life"
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,7.94,"Music, Sports"
Yousei Land Mukashibanashi,4.93,"Comedy, Historical, Fantasy"
Tonpei to Sarukichi,5.49,Military
Kekkaku Yobou,5.49,"Drama, Historical"
Ameya Tanuki,4.92,Comedy
Inaba no Kuni no Usagi-san,5.25,Adventure
Osekisho,4.75,Kids
Saru Kani Gassen (1927),5.58,Drama
Oira no Hijouji,5.17,"Demons, Historical, Military"
Misemono Kenbutsu,5.13,Kids
Rekkoku Rikugun,5.15,Military
Kamishibai Itazura Tanuki no Maki,5.57,"Action, Historical, Supernatural"
Kamishibai Kintarou no Maki,5.2,"Fantasy, Historical"
Hyaku-nengo no Aru Hi,5.57,"Military, Sci-Fi, Supernatural"
An Expression,4.43,Dementia
Manga Revue Haru,5.35,Kids
Felix no Meitantei,5.05,Mystery
?/Sankaku no Rhythm/Trump no Arasoi,4.7,Dementia
Propagate,4.86,Dementia
Rhythm,4.76,Dementia
Futatsu no Sekai,5.7,Kids
Denshin Denrei Denwa,5.56,Kids
Ahiru no Ko,5.82,Kids
Imouto sae Ireba Ii.,7.38,"Comedy, Romance"
"Kabuki-bu!: Oogiri ""Chiyocolate-gassen""",6.13,School
Sin: Nanatsu no Taizai Zange-roku,5.89,"Ecchi, Fantasy"
Sin: Nanatsu no Taizai Zange-roku Specials,5.89,"Ecchi, Fantasy"
Ribbon,5.75,Music
"Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma",7.52,"Action, Historical, Supernatural"
"Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi",7.19,"Action, Historical, Supernatural"
Animegataris,6.42,"Comedy, Parody, School"
Yi Wan Nian Yi Hou,5.09,Fantasy
Jakusansei Million Arthur: Forever Kakusansei Million Arthur,5.67,"Comedy, Parody, Ecchi, Fantasy"
Konbini Kareshi,6.3,"Slice of Life, Romance"
Residence,6.84,"Hentai, Demons"
100% Pascal-sensei,5.6,Comedy
Yo! Daitouryou Trap-kun,3.8,"Comedy, Parody"
Five Fire Fish,4.79,Dementia
Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,6.57,"Magic, Supernatural"
Boku no Hero Academia: Training of the Dead,7.32,"Action, Comedy, Super Power, School, Shounen"
"Mon-Soni!: Senritsu no Lucifer, Tada Hitotsu no Hajimari no Uta",6.24,"Action, Game, Music, Fantasy"
ReLIFE: Kanketsu-hen,8.23,"Romance, School, Slice of Life"
Yuuki Yuuna wa Yuushabu Shozoku 2,6.54,"Slice of Life, Comedy, Magic, Fantasy"
Yuuki Yuuna wa Yuushabu Shozoku 3,6.58,"Slice of Life, Comedy, Magic, Fantasy"
Karadasagashi,5.68,"Horror, School, Shounen"
Osake wa Fuufu ni Natte kara,6.94,"Slice of Life, Comedy, Romance"
Tako no Hone,5.09,"Fantasy, Historical"
Boku to Misaki-sensei,6.7,"Hentai, School"
Teakamamire no Tenshi The Animation,6.16,Hentai
Mahou Shoujo Lyrical Nanoha Picture Drama,5.89,"Comedy, Parody, Magic"
Shoujo☆Kageki Revue Starlight,7.62,"Music, School"
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),7.85,"Slice of Life, Psychological, Drama, School"
Seizei Ganbare! Mahou Shoujo Kurumi,6.48,"Magic, Parody"
Honoo no Haramase Oppai: Ero Appli Gakuen The Animation,7.18,"Harem, Hentai, School"
Dappys,5.36,"Music, Comedy"
Stella no Mahou Specials,6.72,"Slice of Life, Comedy, School"
Slow Start,7.03,"Comedy, School, Slice of Life"
Turning Mecard,5.97,"Game, Adventure, Cars, Kids, Mecha"
Eievui to Colorful Friends,6.18,Slice of Life
Pokemon Daisuki Club,5.89,"Music, Comedy"
Ape,5.77,Music
Girl Electric,6.06,Music
Houseki no Kuni (TV),8.41,"Action, Drama, Fantasy, Mystery, Seinen"
Ichigo Chocola Flavor,6.17,Hentai
Sin: Nanatsu no Taizai - Masani Akuma no Shogyou...,5.46,"Ecchi, Fantasy"
Koe no Katachi Specials,7.09,Music
Gundam Build Fighters: Battlogue,6.77,"Action, Sci-Fi, Mecha"
Tsuma ga Onsen de Circle Nakama no Nikubenki ni Natta no Desu ga... Anime Edition,5.89,Hentai
Oide yo! Mizuryuu Kei Land,7.23,Hentai
Stella-Rium,6.61,Music
Toji no Miko,6.83,"Action, Fantasy"
Zton Jingai Animation: A Beautiful Greed Nulu Nulu,6.37,Hentai
Tsuki ga Kirei: Michinori,6.58,"Romance, School"
Seikaisuru Kado: Ekwari,6.1,Sci-Fi
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,8.15,"Comedy, Drama, Romance, School, Slice of Life"
Chizu no Nai Bouken,5.76,Slice of Life
Neko ga Kureta Marui Shiawase,6.2,"Slice of Life, Comedy"
Rara Maji,5.91,"Fantasy, Game, Magic, Music"
Yao Shen Ji,7.43,"Action, Adventure, Demons, Romance, Martial Arts, Fantasy"
Skirt no Naka wa Kedamono Deshita.,5.38,"Drama, Ecchi, Romance"
Mahouka x Mameshiba,5.21,"Comedy, Parody"
Mon-Soni! D'Artagnan no Idol Sengen,5.85,"Action, Game, Music, Fantasy"
Just Because!,7.29,"Slice of Life, Drama, Romance, School"
Uta no☆Prince-sama♪ Maji Love Kingdom Movie,7.36,"Harem, Music, Comedy, Romance, Shoujo"
Hua Jianghu Zhi Bei Mo Ting,6.58,"Adventure, Romance, Martial Arts, Fantasy"
Aozora Under Girls!,5.55,Music
Crayon Shin-chan Gaiden: O-o-o no Shinnosuke,6.27,"Comedy, Parody, Supernatural, Seinen"
No Doubt,7.29,"Action, Music"
Kuroko no Basket: Last Game NG-shuu,7.73,"Comedy, Sports, Shounen"
Ame no Ten Ten,5.71,Music
Yama no Susume: Third Season,7.56,"Adventure, Comedy, Slice of Life"
Yama no Susume: Omoide Present,7.38,"Adventure, Comedy, Slice of Life"
Berserk: Majo no Tsuisou,5.78,"Action, Adventure, Demons, Drama, Fantasy, Horror, Magic, Supernatural"
Liz to Aoi Tori,8.22,"Drama, Music, School"
