title,rating,genres
Shikatte Ingo: Misaki Shunin no Buka Kyouiku-hen,5.59,Hentai
Kowarekake no Orgel,7.34,"Drama, Music, Sci-Fi, Slice of Life"
Seikimatsu Occult Gakuin Specials,6.55,"Comedy, Supernatural, School"
Kanzen Shouri Daiteiou,5.2,"Action, Adventure, Kids, Mecha, Sci-Fi"
Wan Wan Chuushingura,5.69,"Action, Adventure, Drama, Fantasy"
Yebisu Celebrities 1st,5.97,Yaoi
Scoopers,5.34,"Action, Sci-Fi"
Super Robot Taisen OG: The Inspector,7.25,"Action, Mecha, Sci-Fi, Space"
Nine: Original-ban,6.1,"Sports, Romance, School, Shounen"
Nine 2: Koibito Sengen,6.14,"Sports, Romance, School, Shounen"
Nine: Kanketsu-hen,6.08,"Sports, Romance, School, Shounen"
Break Blade 3: Kyoujin no Ato,7.81,"Action, Military, Fantasy, Mecha, Shounen"
Steins;Gate,9.11,"Thriller, Sci-Fi"
Mianhada Saranghanda,6.01,Drama
Denki Musou Hana,5.18,Hentai
Kizumonogatari I: Tekketsu-hen,8.4,Vampire
Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,5.77,"Magic, Drama, Shoujo"
Imbalance Girl,5.22,Hentai
Bara no Hana to Joe,5.77,"Kids, Drama"
Duel Masters Movie 3: Honoo no Kizuna XX,5.98,"Game, Shounen"
Inyouchuu Shoku: Ryoushokutou Taimaroku - Kanzenban,6.11,"Demons, Fantasy, Hentai, Horror, Supernatural"
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,7.59,"Fantasy, Kids, Magic, Shoujo"
Hanasaku Iroha,7.95,"Slice of Life, Comedy, Drama"
Moyashimon CGI Anime,6.2,"Comedy, School, Supernatural"
Hello Kitty no Cinderella,6.22,"Kids, Fantasy"
Oni Chichi 2,6.71,Hentai
Kansen 3: Shuto Houkai,6.43,Hentai
Ryoujoku Famiresu Choukyou Menu,6.49,Hentai
Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu,7.04,Hentai
Mofukuzuma,6.23,Hentai
Fractale,6.96,"Adventure, Fantasy, Sci-Fi"
Toushindai My Lover: Minami tai Mecha-Minami,5.31,Hentai
Doll Saaya,4.82,Hentai
Samero,4.59,Dementia
HHH Triple Ecchi,7.29,Hentai
Elf 17,5.57,"Adventure, Martial Arts, Comedy, Mecha"
Shinseiki Cream Lemon,5.58,"Hentai, Yuri"
Yubisaki Annainin Shirudaku Settai Okawari Sanhaime,5.88,Hentai
Seme♥Chichi,6,Hentai
Shoujo Senki Soul Eater,6.41,Hentai
Dragon Crisis!,6.7,"Action, Magic, Romance, School, Seinen, Supernatural"
Yumekui Merry,6.95,"Action, Supernatural"
.hack//Quantum,7.18,"Action, Adventure, Fantasy, Game, Sci-Fi"
Koi☆Sento,6.4,"Comedy, Romance"
Megane na Kanojo,6.68,"Comedy, Romance, School, Shounen"
Mayo Elle Otoko no Ko,5.18,"Comedy, School"
Cheburashka,7.04,Comedy
Try Z,5.13,Hentai
Twinkle Nora Rock Me!,3.1,"Action, Sci-Fi"
Torajima no Miime,6.08,Slice of Life
Battle Spirits: Brave,7.08,"Game, Military, Sci-Fi, Adventure, Demons"
Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,6.91,"Harem, Comedy, Romance, Vampire, Fantasy"
Chibi Maruko-chan: Watashi no Suki na Uta,7.14,"Music, Slice of Life, Drama, Romance, Shoujo"
Tenshi no Habataki Jun,5.05,Hentai
D.C. I&II P.S.P. Re-Animated,6.69,"Magic, Harem, Romance, Drama"
Sekirei: Pure Engagement Episode 0,7.23,"Ecchi, Comedy, Harem"
Cool Cool Bye,5.04,"Action, Adventure, Fantasy"
Molly Star-Racer,5.66,"Mecha, Music"
Hyakka Ryouran: Samurai Girls Specials,6.64,Ecchi
Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,5.77,"Action, Adventure, Comedy, Fantasy"
Kaichou wa Maid-sama!: Omake dayo!,7.49,"Comedy, School, Shoujo"
Freezing,6.91,"Action, Sci-Fi, Harem, Drama, Romance, Ecchi, Martial Arts, Seinen"
Netorare: Tanabe Yuuka no Dokuhaku,5.58,Hentai
Yamato Takeru: After War,6.41,"Action, Adventure, Fantasy, Magic, Space, Mecha, Sci-Fi, Shounen"
Denpa Onna to Seishun Otoko,7.18,"Sci-Fi, Slice of Life, Comedy"
Rokushin Gattai GodMars (1982),5.96,"Action, Mecha, Sci-Fi, Space"
Ginga Hyouryuu Vifam: Kieta 12-nin,6.25,"Sci-Fi, Adventure, Space, Comedy, Mecha"
Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,6.35,"Action, Adventure, Mecha, Sci-Fi"
Shounen Jack to Mahoutsukai,5.42,"Adventure, Fantasy"
T.P. Sakura: Time Paladin Sakura,5.94,"Action, Magic"
Miyanishi Tatsuya Gekijou: Omae Umasou da na,6.36,"Adventure, Kids"
Mitsudomoe: Oppai Ippai Mama Genki,7.57,"Slice of Life, Comedy, School"
Shin Mashin Eiyuuden Wataru Majinzan,6.19,"Action, Adventure, Fantasy, Comedy, Mecha, Sci-Fi"
D-1 Devastator,5.65,"Mecha, Sci-Fi"
SMAnime,6.47,"Action, Seinen"
Koko ni Iru,5.98,Slice of Life
Seupideuwang Beongae,6.11,"Action, Game, School, Shounen, Sports"
A-jang.com,5.74,Fantasy
Fighting of Ecstasy,5.78,Hentai
Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,6.94,Hentai
Yume-iro Pâtissière SP Professional,7.6,"Slice of Life, Shoujo"
Bust to Bust: Chichi wa Chichi ni,6.72,Hentai
Gunparade Orchestra OVA,5.84,Mecha
Break Blade 4: Sanka no Chi,7.87,"Action, Fantasy, Mecha, Military, Shounen"
Kanojo ga Mimai ni Konai Wake,6.33,"Hentai, Drama"
Baka to Test to Shoukanjuu: Matsuri,7.62,"Comedy, School, Super Power"
Coppelion,6.48,"Action, Sci-Fi, Seinen"
Ikusa Otome Valkyrie Specials,5.68,Hentai
Hitou Meguri Kakure Yu,6.07,Hentai
Cencoroll Connect,7.25,"Action, Sci-Fi"
Katsugeki Shoujo Tanteidan,4.67,"Action, Comedy, School"
Dororon Enma-kun Meeramera,6.53,"Action, Comedy, Parody, Super Power, Demons, Supernatural, Magic, Ecchi"
Soukyuu no Fafner: Arcadian Memory,6.55,"Action, Military, Sci-Fi, Drama, Mecha"
Inochi no Chikyuu: Dioxin no Natsu,6.47,Drama
Dokushin Apartment Dokudami-sou,5.52,"Slice of Life, Comedy, Ecchi, Seinen"
Egao no Hana,5.75,"Music, Kids"
Hokenshitsu de Aimashou,5.07,Hentai
Sakura no Mori,5.25,Hentai
Prism Magical: Prism Generations!,5.1,"Comedy, Ecchi, Magic"
Binetsu: Yakusoku no Toki,5.15,Hentai
Yami no Purple Eye,4.8,"Psychological, Supernatural, Music, Horror, Mystery, Shoujo"
Mitsudomoe Zouryouchuu!,7.71,"Slice of Life, Comedy, School"
Beelzebub,7.91,"Action, Comedy, Demons, Supernatural, School, Shounen"
Highschool of the Dead: Drifters of the Dead,6.64,"Comedy, Ecchi, Supernatural"
Tie Shan Gongzhu,5.53,"Action, Adventure, Fantasy"
Minori Scramble!,6.24,Comedy
Junod,6.24,"Historical, Drama"
Wolf Guy,5.42,"Action, Military, Sci-Fi"
Transformers Superlink Special,5.88,"Sci-Fi, Adventure, Kids, Mecha, Shounen"
Tezuka Osamu Monogatari: Boku wa Son Gokuu,6.26,Adventure
Gongitsune,6.28,Adventure
Cardfight!! Vanguard,7.04,"Action, Game, Adventure, Demons, Shounen"
Biohazard: Damnation,7.21,"Action, Sci-Fi, Horror"
Elf Hime Nina,6.44,"Fantasy, Hentai, Supernatural"
Alps no Shoujo Heidi (1979),6.88,"Drama, Historical, Slice of Life"
Alps no Shoujo Heidi: Alm no Yama-hen,6.46,"Slice of Life, Historical, Drama"
Alps no Shoujo Heidi: Heidi to Clara-hen,6.53,"Slice of Life, Historical, Drama"
Changjiang Qi Hao Ai Diqiu,6.3,Kids
Shokupan Mimi,5.64,Comedy
Hidamari Sketch x ☆☆☆ Specials,7.83,"Slice of Life, Comedy, School, Seinen"
Umi kara no Shisha,6.2,"Action, Mecha, Super Power, Sci-Fi"
Peace Maker Kurogane Special,6.65,"Action, Comedy, Samurai, Historical, Drama, Shounen"
Nodoka Mori no Doubutsu Daisakusen,5.6,Fantasy
MM! Specials,6.64,"Comedy, Ecchi, School"
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,6.15,"Harem, Comedy, Romance, Ecchi"
Kyouiku Shidou The Animation,6.31,Hentai
Code Geass: Hangyaku no Lelouch R2 Omake Flash,5.92,Parody
Amanatsu,6,Sci-Fi
Haiyoru! Nyaruani: Remember My Love(craft-sensei),6.26,"Comedy, Sci-Fi"
Miyazaki Maya Daizukan,5.83,Hentai
G-Taste (2010),5.26,"Ecchi, Shoujo Ai"
Yuri Seijin Naoko-san,5.85,"Comedy, Shoujo Ai"
Aa! Megami-sama! (2011),7.35,"Comedy, Magic, Romance, Seinen, Supernatural"
K-On! Movie,8.33,"Music, Slice of Life, Comedy"
Asobi ni Iku yo!: Asobi ni Oide,6.79,"Comedy, Ecchi, Harem, Romance, Sci-Fi"
30-sai no Hoken Taiiku,6.7,"Ecchi, Parody, Romance, Seinen"
Kakko Kawaii Sengen!,5.64,Comedy
Cyborg 009: The Reopening,5.55,"Action, Adventure, Mecha, Sci-Fi, Shounen"
Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,6.79,"Comedy, Historical"
Ore wa Kanojo wo Shinjiteru!,6.36,Hentai
Be-Bop Highschool,7.5,"Comedy, School, Seinen"
Goddamn,5.8,"Action, Cars, Seinen, Sports"
Dream C Club Pure Songs Clips,5.51,"Game, Music"
Kimi ni Todoke 2nd Season,8.01,"Slice of Life, Drama, Romance, School, Shoujo"
Timing,5.35,"Psychological, Horror"
Super Speed,5.59,Music
Tegami Bachi: Omakebachi,6.9,Comedy
Kami nomi zo Shiru Sekai: Flag 0,6.91,"Comedy, Shounen, Supernatural"
Agukaru,5.27,"Magic, Supernatural, Slice of Life"
Densetsu no Yuusha no Densetsu: Iris Report,6.55,"Action, Adventure, Fantasy, Magic, Shounen"
Kyomu Senshi Miroku,6.02,"Action, Sci-Fi, Historical, Demons, Supernatural, Samurai, Fantasy"
Moshidora,6.92,"Drama, Sports"
Canaan: Minorikawa Report 201X Shanghai,6.56,"Action, Seinen"
Mobile Suit Gundam ZZ: Gundam Frag.,5.62,"Action, Mecha, Military, Sci-Fi"
Maria†Holic Alive,6.99,"Comedy, Parody, School, Shoujo Ai"
Rurouni Kenshin: Review Special,6.79,"Action, Comedy, Samurai, Shounen"
Gitai Saimin,5.97,Hentai
Aisai Nikki,6.43,Hentai
Hakuouki Hekketsuroku Episode 0,7.13,"Action, Harem, Historical, Supernatural, Drama, Samurai, Vampire, Josei"
Break Blade 5: Shisen no Hate,7.84,"Action, Military, Fantasy, Mecha, Shounen"
Nurarihyon no Mago Recaps,6.37,"Action, Supernatural, Demons, Shounen"
Full Moon Party,5.79,Music
The TV Show,6.96,Music
K-On!!: Keikaku!,7.84,"Comedy, Music, School, Slice of Life"
Gintama: Shinyaku Benizakura-hen,8.27,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
Astarotte no Omocha!,6.59,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen"
Appleseed XIII,6.36,"Action, Mecha, Military, Police, Sci-Fi"
Nana to Kaoru,5.6,"Comedy, Ecchi, Romance, Seinen"
Issho ni Training Ofuro: Bathtime with Hinako & Hiyoko,4.78,"Ecchi, Sports"
Sengoku Basara Movie: The Last Party,7.61,"Action, Historical, Martial Arts, Samurai, Super Power"
Kaze wo Nuke!,6.04,Sports
Itsuka Tenma no Kuro Usagi,6.6,"Comedy, Supernatural, Romance, Ecchi, Vampire"
Strike Witches Movie,7.61,"Action, Ecchi, Magic, Military, Sci-Fi"
Kuragehime: Eiyuu Retsuden☆,6.58,"Slice of Life, Comedy, Josei"
Mahou Shoujo Madoka★Magica,8.38,"Psychological, Drama, Magic, Thriller"
Hoshi wo Ou Kodomo,7.58,"Adventure, Romance, Fantasy"
Finder Series,6.52,"Action, Drama, Yaoi"
Shima Shima Tora no Shimajirou,6.08,"Adventure, Comedy, Fantasy, Kids, Magic"
Hello Kitty no Stump Village,5.93,"Fantasy, Kids"
Lady Lady!! (1988),6.41,"Drama, Shoujo"
Morita-san wa Mukuchi,6.59,"Comedy, School, Slice of Life"
A-Channel,6.96,"Comedy, School, Seinen, Slice of Life"
Umacha,4.97,Slice of Life
Toriko Hime: Hakudaku Mamire no Reijou,6.31,Hentai
Norageki!,6.16,"Mystery, Sci-Fi, Space"
Detective Conan: Conan vs. Kid - Shark & Jewel,7.59,"Adventure, Comedy, Kids, Mystery, Police, Shounen"
Detective Conan: Conan vs. Kid - Jet Black Sniper,7.27,"Adventure, Comedy, Mystery, Police, Shounen"
Nezumi Monogatari: George to Gerald no Bouken,6.48,"Adventure, Kids"
Sora no Otoshimono: Tokeijikake no Angeloid,7.62,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural"
Licca-chan Fushigi na Fushigi na Yunia Monogatari,6.2,"Adventure, Kids"
Senjou no Valkyria 3: Tagatame no Juusou,7.31,"Action, Military, Fantasy"
Tono to Issho 1.5,5.9,"Comedy, Historical, Parody, Samurai, Seinen"
Atashin'chi Movie,6.45,"Comedy, Super Power"
Atashin'chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,6.4,"Comedy, Super Power"
Pandane to Tamago-hime,6.93,"Adventure, Fantasy"
Shin-Men,6.07,"Action, Comedy, Super Power, Seinen"
Hustle!! Tokitama-kun,4.38,Dementia
Qin Shi Ming Yue: Bai Bu Fei Jian,6.38,"Action, Historical, Martial Arts, Fantasy"
Nyani ga Nyandaa Nyandaa Kamen,6.52,"Comedy, Kids"
Jigokudou Reikai Tsuushin,6.17,"Fantasy, Horror"
Okubyou na Venus,5.53,Music
Yonimo Osoroshii Nihon Mukashibanashi,5.87,"Dementia, Horror, Psychological"
Katte ni Shirokuma,5.47,Comedy
Level E,7.45,"Sci-Fi, Comedy, Shounen"
Emblem Take 2,6.63,"Action, Drama, Seinen"
Detective Conan: Black History 2,7.44,"Adventure, Mystery, Comedy, Police, Shounen"
Attraction,6.09,Mystery
Akina to Onsen de H Shiyo!,6.41,Hentai
Koguma no Koro-chan,5.47,Kids
O-parts: Oman,5,"Action, Mecha, Comedy, Hentai"
Shujii no Inbou,5.46,Hentai
Bakusou Kyoudai Let's & Go Special,6.33,"Adventure, Cars, Shounen, Sports"
Bakusou Kyoudai Let's & Go!! WGP Bousou Mini Yonku Daitsuiseki,6.42,"Adventure, Cars, Shounen, Sports"
Anime Tenchou Movie,5.62,"Action, Parody"
SKET Dance,8.25,"Comedy, School, Shounen"
Hetalia Axis Powers Fan Disc,7.24,"Comedy, Historical, Parody"
Touhou Niji Sousaku Doujin Anime: Musou Kakyou,7.13,"Magic, Vampire, Fantasy"
Anime Tenchou x Touhou Project,6.71,"Fantasy, Magic"
Licca-chan to Yamaneko Hoshi no Tabi,5.97,"Adventure, Fantasy, Kids, Magic"
Esper Mami: Hoshizora no Dancing Doll,5.94,"Fantasy, Shounen"
Chou Supercar Gattiger,6.16,"Action, Cars, Sci-Fi"
Osomatsu-kun (1988),6.7,Comedy
Osomatsu-kun,6.46,Comedy
Momoko,5.29,"Hentai, Romance"
Shinryaku! Ika Musume Specials,7.3,Comedy
Major: Message,8.21,"Comedy, Drama, Shounen, Sports"
Suite Precure♪,7.27,"Action, Magic, Fantasy, Shoujo"
The Bathroom,4.24,"Comedy, Dementia"
Hamster Club,6.44,Kids
Inyouchuu Etsu,6.19,"Hentai, Demons, Supernatural, Magic, Romance, Fantasy"
Bokura no Live Kimi to no Life,7.09,Music
Shokichi Monogatari,5.57,"Kids, Music"
Houkago no Pleiades,6.15,Magic
Samurai Giants,6.36,Sports
Pokemon Movie 14 White: Victini to Kuroki Eiyuu Zekrom,6.63,"Adventure, Comedy, Drama, Fantasy, Kids"
Ao no Exorcist,7.59,"Action, Demons, Fantasy, Shounen, Supernatural"
Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,6.7,"Comedy, Drama, Ecchi, Harem, Romance"
Shukufuku no Campanella: La Campanella Della Benedizione,6.5,"Comedy, Ecchi, Fantasy"
Amagami SS: Tachibana Miya-hen - Imouto,7.24,School
Sekaiichi Hatsukoi,7.79,"Comedy, Drama, Romance, Shounen Ai"
Snow Halation,7.73,Music
Happy Birthday: Inochi Kagayaku Toki,7.15,"Drama, Kids, Slice of Life"
Nekogami Yaoyorozu,6.64,"Slice of Life, Comedy, Supernatural, Seinen"
Chocolat no Mahou,6.21,"Supernatural, Drama, Magic, Shoujo"
Maken-Ki!,6.41,"Action, Ecchi, Harem, Martial Arts, School, Super Power"
Ikoku Meiro no Croisée The Animation,7.44,"Slice of Life, Historical, Seinen"
Kunoichi Sakuya,5.93,Hentai
Mai no Mahou to Katei no Hi,5.91,"Drama, Magic"
Tiger & Bunny,7.94,"Action, Mystery, Comedy, Super Power"
Ore-sama Kingdom,6.26,"Romance, Shoujo"
Hulu Xiongdi,6.44,"Action, Super Power"
Jiu Se Lu,6.07,Supernatural
Hoshizora no Violin,6.55,"Historical, Slice of Life"
Hayate no Gotoku! Heaven Is a Place on Earth,7.17,"Harem, Comedy, Parody, Shounen"
Raiyantsuuri no Uta,7.07,"Drama, Historical"
Detective Conan Movie 15: Quarter of Silence,8.03,"Adventure, Mystery, Comedy, Police, Shounen"
W: Wish Omake,5.42,"Harem, School, Seinen"
Wana: Hakudaku Mamire no Houkago,6.55,Hentai
Gintama',9.08,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
Floating Material,6.6,Hentai
Document Taiyou no Kiba Dagram,6.13,"Drama, Mecha, Military, Sci-Fi, Shounen"
Wakaranai Buta,4.87,"Dementia, Drama"
Kyouryuu Tankentai Born Free,5.87,"Action, Sci-Fi"
Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,7.47,"Action, Fantasy, Magic, Shoujo"
Phi Brain: Kami no Puzzle,7.2,"Action, Game, Mystery, Shounen"
Fairy Tail OVA,7.52,"Comedy, Ecchi, Fantasy, Magic, Shounen"
Otome wa Boku ni Koishiteru: Futari no Elder The Animation,6.85,"Drama, Romance, School"
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.42,"Slice of Life, Supernatural, Drama"
Midori-ko,6.05,"Dementia, Drama"
Bremen 4: Jigoku no Naka no Tenshi-tachi,5.88,"Kids, Adventure"
Hyouge Mono,7.99,"Historical, Samurai, Seinen"
One Piece 3D: Mugiwara Chase,7.07,"Action, Adventure, Comedy, Fantasy, Shounen"
Kago Shintarou Anime Sakuhin Shuu,5.01,"Comedy, Dementia, Horror, Seinen"
Tetsujin 28-gou: Hakuchuu no Zangetsu,6.43,"Action, Adventure, Mecha, Sci-Fi"
Carnival Phantasm,7.89,"Comedy, Parody, Supernatural"
Shouwa Monogatari (Movie),6.42,"Drama, Historical"
Shouwa Monogatari,6.93,"Drama, Historical"
Yu☆Gi☆Oh! Zexal,6.34,"Action, Game, Fantasy, Shounen"
Kizuna Ichigeki,6.59,"Comedy, Martial Arts"
Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,6.68,"Sci-Fi, Adventure, Super Power, Martial Arts, Fantasy, Shounen"
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,7.42,"Slice of Life, Comedy"
Coquelicot-zaka kara,7.85,"Historical, Romance, School, Shoujo"
Bakuman. 2nd Season,8.4,"Comedy, Drama, Romance, Shounen"
Toriko,7.56,"Action, Adventure, Comedy, Fantasy, Shounen"
Boku no Chikyuu wo Mamotte: Kiniro no Toki Nagarete,6.59,"Sci-Fi, Music, Drama, Romance, Shoujo"
Sailor Fuku Shinryou Tsumaka,6.11,Hentai
Fuyu no Semi Special,7.02,"Action, Military, Historical, Drama, Samurai, Yaoi"
Nurarihyon no Mago: Sennen Makyou,8,"Action, Demons, Shounen, Supernatural"
Macross F Music Clip Shuu: Nyankuri,7.32,Music
Black Jack: Heian Sento,6.51,Shounen
Angel Beats!: Another Epilogue,7.49,"Supernatural, Drama, School"
Seikon no Qwaser II,6.39,"Action, Super Power, Supernatural, Ecchi, Seinen"
Toriko 3D: Kaimaku Gourmet Adventure!!,6.73,"Action, Adventure, Comedy, Shounen"
Naruto x UT,7.4,"Action, Comedy, Super Power, Martial Arts, Shounen"
Kämpfer für die Liebe,6.5,"Action, Comedy, Ecchi, Shoujo Ai, Super Power"
Sango no Umi to Ouji,5.76,Fantasy
Hoshizora e Kakaru Hashi,6.78,"Comedy, Ecchi, Harem, Romance, School"
Kami nomi zo Shiru Sekai II,7.94,"Comedy, Harem, Romance, Shounen, Supernatural"
Shiki Specials,7.81,"Mystery, Horror, Supernatural, Thriller, Vampire"
Fate/Zero,8.34,"Action, Supernatural, Magic, Fantasy"
Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D,7.76,"Military, Sci-Fi, Mystery, Police, Mecha, Seinen"
Break Blade 6: Doukoku no Toride,7.71,"Action, Military, Fantasy, Mecha, Shounen"
Kobato.: Hajimete no Kobato.,6.84,"Fantasy, Comedy, Drama"
Shoujo Senki Brain Jacker,5.81,"Hentai, Supernatural"
Loups=Garous #Overture,5.47,"Sci-Fi, Mystery"
Bavi Stock,5.08,"Action, Sci-Fi, Adventure, Fantasy"
Sweet Home: H na Oneesan wa Suki Desu ka?,7.17,"Harem, Hentai"
Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary,6.84,Comedy
Softenni,6.52,"Comedy, Sports, Ecchi, School"
Mayo Chiki!,7.31,"Harem, Comedy, Romance, Ecchi, School"
Nintama Rantarou Movie: Ninjutsu Gakuen Zenin Shutsudou! no Dan,6.61,"Comedy, Shounen"
Friends: Mononoke Shima no Naki,6.86,"Kids, Fantasy, Comedy"
Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,6.82,"Comedy, Seinen"
Ginga Tetsudou 999: Jikuu wo Koeta Energy no Tabi,6.17,"Adventure, Drama, Sci-Fi"
Seitokai Yakuindomo OVA,7.79,"Comedy, School, Shounen, Slice of Life"
Kowarekake no Orgel Special,6.91,"Sci-Fi, Slice of Life, Drama, Seinen"
Jin Sheng Yuan,6.26,Music
Kimi ni Todoke 2nd Season: Kataomoi,7.2,"Romance, Shoujo"
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,8.18,"Action, Magic, Comedy, Sci-Fi, Drama"
Dog Days,6.96,"Action, Adventure, Fantasy, Magic"
Sacred Seven,6.63,"Action, Sci-Fi, Super Power, School"
No.6,7.58,"Action, Sci-Fi, Mystery, Drama"
Usagi Drop,8.43,"Slice of Life, Josei"
C: The Money of Soul and Possibility Control,7.25,"Action, Mystery, Super Power, Thriller"
Nichijou,8.48,"Slice of Life, Comedy, School, Shounen"
Freezing Specials,6.61,"Action, Comedy, Ecchi"
DD Hokuto no Ken,6.16,"Parody, Seinen"
Otona Joshi no Anime Time,7.41,"Slice of Life, Drama, Romance, Josei"
Otome Youkai Zakuro Picture Drama,6.31,"Romance, Supernatural, Demons, Historical, Seinen"
HenSemi (TV),6.55,"Comedy, Ecchi, Seinen"
Hunter x Hunter Pilot,7.2,"Action, Adventure, Shounen, Super Power"
Katte ni Kaizou,6.91,"Comedy, Parody, School, Sci-Fi, Shounen"
Bada-ui Jeonseol Jangbogo,6.08,"Action, Adventure, Mystery, Comedy"
Baby Princess 3D Paradise 0 [Love],6.45,"Ecchi, Harem, Seinen"
Nyanpire The Animation,6.68,"Comedy, Supernatural, Vampire"
Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,6.1,"Action, Adventure, Super Power, Kids, Magic, Fantasy, Shoujo"
Senkou no Night Raid: Aruku Hako,6.22,"Action, Historical, Super Power"
Kamen Rider Den-O: Imagin Anime 3,6.38,"Action, Adventure, Comedy, Kids, Super Power"
Lily to Kaeru to (Otouto),6.42,"Adventure, Comedy, Supernatural"
Kore wa Zombie Desu ka? OVA,7.42,"Action, Harem, Comedy, Supernatural, Magic, Ecchi"
Maji de Watashi ni Koi Shinasai!,6.77,"Harem, Comedy, Super Power, Romance, Ecchi, Martial Arts, School"
"Yondemasu yo, Azazel-san. (TV)",7.54,"Comedy, Supernatural, Demons"
Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,6.05,Magic
Berserk: Ougon Jidai-hen I - Haou no Tamago,7.76,"Action, Military, Adventure, Demons, Supernatural, Fantasy, Seinen"
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,6.31,"Comedy, Romance, Ecchi"
Uchuu Majin Daikengou,6.08,"Action, Sci-Fi, Adventure, Space, Mecha"
Tamayura: Hitotose,7.31,"Slice of Life, Comedy, Drama"
Sekai Monoshiri Ryoko,5.68,Comedy
Toaru Majutsu no Index-tan II,6.94,"Comedy, Parody"
Ultra B,6.06,"Comedy, Super Power"
Shion Special,6.36,Hentai
Pretty Rhythm: Aurora Dream,7.36,"Slice of Life, Sports, Music, Shoujo"
Gokicha!!,5.57,Comedy
Da Yu Hai Tang (Movie),7.58,"Adventure, Supernatural, Drama, Romance"
Eiyuu Densetsu: Sora no Kiseki The Animation,6.56,"Action, Adventure, Fantasy"
Gag Manga Biyori: Jump Festa 2002 Special,6.28,Comedy
Sonic X Pilot,6.12,"Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen"
Gyakkyou Burai Kaiji: Hakairoku-hen,8.25,"Game, Psychological, Thriller, Seinen"
Tennis no Ouji-sama: Mini Theater,6.9,Comedy
The iDOLM@STER,7.63,"Music, Comedy, Drama"
Uchuu Kaizoku Sara Special,6.97,"Hentai, Sci-Fi"
Manga Nippon Mukashibanashi,6.07,Historical
Soukou Kijo Iris Special,6.17,"Hentai, Supernatural"
Towa no Quon 1: Utakata no Kaben,7.37,"Action, Sci-Fi, Super Power, Supernatural"
Shin Koihime†Musou: Otome Tairan - Gakuensai da yo! Zenin Shuugou no Koto,6.72,"Comedy, School"
Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,7.35,"Comedy, School, Shoujo"
Rio: Rainbow Gate! Special,6.1,"Ecchi, Game, Comedy"
Pocket Monsters: Diamond & Pearl Specials,6.98,"Action, Comedy, Kids, Fantasy"
Umi Monogatari: Kanon to Iku Amamikoshima,6.02,Comedy
Sengoku Otome: Momoiro Paradox,6.59,"Action, Comedy, Historical, Samurai, Sci-Fi, Super Power"
Dallos Special,5.51,"Action, Mecha, Sci-Fi"
Chou Dendou Robo Tetsujin 28-gou FX,6.16,"Action, Adventure, Mecha, Sci-Fi"
Uta no☆Prince-sama♪ Maji Love 1000%,7.1,"Harem, Music, Comedy, Romance, School, Shoujo"
Tono to Issho: Gantai no Yabou,6.47,"Comedy, Historical, Parody, Samurai, Seinen"
Kyuuketsuki,5.93,"Hentai, Vampire"
